lattice_type,a1x,a1y,a2x,a2y,hole_radius_a,eps_bg,polarization,band_index,k_index,k_label,s_value,frequency,extremum_type,curvature_a,linear_b,quad_residual,gap_below,gap_above,kx_frac,ky_frac,mode,plot_file
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.35750000,16.00000000,TM,3,38,M,1.00000000,0.33679152,min,0.48914054,-0.00017429,5.80387093e-10,0.13003587,0.06870785,,,path,bands_r0.357_eps16.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.35750000,16.00000000,TM,4,0,Γ,0.00000000,0.32597107,min,0.87789921,0.00530497,5.85141038e-10,0.03345385,0.09773291,,,path,bands_r0.357_eps16.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.35750000,16.00000000,TM,4,57,Γ,1.70710678,0.32597107,min,0.63278419,-0.01806415,1.03857508e-08,0.03345385,0.09773289,,,path,bands_r0.357_eps16.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.35750000,16.00000000,TM,5,0,Γ,0.00000000,0.42370398,max,-0.36203081,-0.00151346,4.92199762e-11,0.09773291,0.05606311,,,path,bands_r0.357_eps16.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.35750000,16.00000000,TM,5,57,Γ,1.70710678,0.42370397,max,-0.38847327,0.00082009,3.09092067e-11,0.09773289,0.05606311,,,path,bands_r0.357_eps16.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.35750000,16.00000000,TM,7,19,X,0.50000000,0.52154576,max,-0.84964529,-0.03086578,8.64181361e-08,0.09543602,0.00000000,,,path,bands_r0.357_eps16.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.35750000,16.00000000,TM,7,38,M,1.00000000,0.44384648,min,0.70064878,-0.00562198,6.36814763e-08,0.02485242,0.00000000,,,path,bands_r0.357_eps16.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.45000000,2.00000000,TM,0,38,M,1.00000000,0.53278443,max,-3.24196371,-0.01535330,3.74316008e-07,0.00000000,0.07218064,,,path,bands_r0.450_eps2.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.45000000,2.00000000,TM,3,38,M,1.00000000,0.69782776,min,3.68405252,-0.00159904,7.95130040e-07,0.09286264,0.51783435,,,path,bands_r0.450_eps2.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.45000000,2.00000000,TM,4,38,M,1.00000000,1.21566211,max,-3.60283657,0.04326108,4.60613596e-06,0.51783435,0.03793055,,,path,bands_r0.450_eps2.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.45000000,5.50000000,TM,0,38,M,1.00000000,0.33411035,max,-1.23287623,-0.00334450,8.14713318e-09,0.00000000,0.09005312,,,path,bands_r0.450_eps5.50.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.45000000,5.50000000,TM,3,38,M,1.00000000,0.65470249,min,1.28197011,-0.00065675,6.17155434e-09,0.23053896,0.11245066,,,path,bands_r0.450_eps5.50.png
